CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
A00000138,PLC00000906,17-08-2016,21-05-2020,07-06-2020,Health,118.65,125,Steven Becker,"394 Boyer Street
East Johnny, AL 24230","7847 Johnson Overpass
Benjaminton, IL 19711",North Jacquelinebury,DC,51675.0,534-60-3358,Y,39,99,N,2,H,Mortgage,HI,47898685,KYSZ68101694863284,High School,A,Total Loss,Other,1.0,0.0,OK,Saint Matthews,13,AGENT00037,VNDR00430
A00000139,PLC00009014,28-04-2015,08-06-2020,02-06-2020,Travel,105.85,1998,Theresa Simmons,"628 Johnson Glen
West Christopherburgh, UT 42727","9943 Johnson Springs
West Sharon, NE 66962",Zunigahaven,DC,82624.0,420-43-9469,Y,55,41,Y,2,H,Rent,LI,40555071,NABW26919095907436,None,A,Minor Loss,None,0.0,0.0,TN,Piedmont,0,AGENT00217,VNDR00415
A00000140,PLC00000161,11-07-2012,04-06-2020,19-05-2020,Health,89.83,28144,Shawn Bennett,"23611 Jason Fort
New Brittany, WI 89196","200 John Overpass Suite 762
Davisville, NH 17785",Deborahshire,MA,45701.0,786-78-7210,N,26,80,Y,6,H,Rent,MI,7827414,IFJP51042652575217,PhD,A,Minor Loss,Ambulance,1.0,1.0,GA,Savannah,21,AGENT00093,None
A00000141,PLC00008670,31-03-2019,10-06-2020,24-06-2020,Health,134.16,19463,Jonathan Keith,"0344 Hopkins Route
West William, CT 94884","4766 Andrew Underpass Suite 137
Port Matthewton, ID 97263",South Juliamouth,AK,23415.0,846-13-6037,Y,44,31,Y,3,M,Own,HI,85394638,FFZU93449140099266,College,A,Major Loss,None,1.0,1.0,MD,Montgomery,2,AGENT00929,VNDR00418
A00000142,PLC00009625,20-04-2013,16-06-2020,08-06-2020,Health,109.17,1268,Denise Riddle,"07618 Samuel Underpass
North Jessicatown, CO 50210","485 Ramos Plain Suite 752
New Kennethberg, IN 62423",Jamieview,AR,22016.0,464-61-7377,Y,31,118,Y,3,M,Own,MI,79122391,TOCO08792009494640,Bachelor,A,Minor Loss,Ambulance,1.0,1.0,FL,Montgomery,3,AGENT00296,None
A00000143,PLC00002578,05-08-2019,02-06-2020,15-05-2020,Travel,199.67,25411,William Barber,"PSC 0426, Box 2583
APO AE 53854","42252 Stephanie Streets Suite 895
Ericabury, MD 91940",South Susanshire,DC,4840.0,277-60-5077,Y,29,103,Y,4,H,Rent,MI,6847979,JEMQ31519547200900,High School,A,Major Loss,Police,1.0,1.0,GA,Washington,0,AGENT00198,None
A00000144,PLC00005886,25-12-2018,26-05-2020,06-06-2020,Mobile,11.98,100,Angela Price,"6405 Lowe Neck
Barnesborough, WV 93574","154 Brittany Squares Suite 360
Lake Juan, LA 15757",Johnsport,DC,35017.0,338-70-9740,Y,27,38,Y,2,L,Rent,MI,15606342,QPYW48974822688063,MD,A,Major Loss,Ambulance,0.0,1.0,GA,Manchester,9,AGENT01119,None
A00000145,PLC00006984,22-11-2016,27-06-2020,04-06-2020,Property,20.68,56153,Willie Torres,"8116 Mullins Wells Suite 040
Wallsside, WY 55397","3208 Kristin Brook Suite 626
New Alexandramouth, LA 37006",South Scott,AL,41954.0,083-77-8650,Y,26,114,Y,2,L,Rent,HI,-670747,VIPX31376950842646,Bachelor,A,Minor Loss,Police,1.0,0.0,GA,Montgomery,1,AGENT00196,None
A00000146,PLC00007629,18-01-2019,09-06-2020,24-05-2020,Travel,133.67,32600,James Hall,"98178 Crawford Expressway Apt. 413
South Heathershire, ME 23679","100 Kimberly View
East Frank, MN 80276",South Kevin,DC,62896.0,132-27-5782,Y,47,74,Y,5,M,Own,LI,101089853,XMIE23516119197889,College,A,Major Loss,None,1.0,1.0,TN,Paso Robles,0,AGENT00197,None
A00000147,PLC00000644,09-07-2015,26-05-2020,05-06-2020,Health,97.01,2402,Jeffery Bryan,"PSC 0464, Box 7716
APO AP 98677","363 Robin Union
North David, ME 26934",Emilyberg,FL,2284.0,431-59-6758,Y,52,116,Y,3,L,Own,HI,30913905,WGDN80967113572745,Bachelor,A,Total Loss,Other,0.0,1.0,CT,Savannah,11,AGENT01134,VNDR00104
A00000148,PLC00002883,23-01-2016,04-06-2020,21-05-2020,Health,132.61,5588,Alicia Edwards,"USS Miller
FPO AE 11165","4403 Bennett Terrace Suite 107
West Danielle, FL 82906",Port Brandonberg,MA,34007.0,072-02-8552,Y,57,114,Y,7,H,Rent,MI,83527128,JCWG32373894708823,High School,A,Major Loss,Police,1.0,0.0,CT,Arvada,20,AGENT00828,VNDR00375
A00000149,PLC00002112,10-07-2017,01-07-2020,10-06-2020,Property,199.67,26167,Nicholas Skinner,"USS Rojas
FPO AA 97840","Unit 4366 Box 7312
DPO AA 70521",Port Markmouth,FL,48012.0,786-57-1313,N,28,44,Y,6,M,Rent,HI,15850983,AFFK83464768270482,Bachelor,A,Major Loss,Police,1.0,1.0,VT,Savannah,6,AGENT00733,None
A00000150,PLC00005025,02-07-2019,04-06-2020,04-06-2020,Motor,89.45,890,Kathryn Morales,"PSC 1001, Box 4090
APO AP 52952","604 Bean Falls Suite 420
Catherinehaven, SC 58761",South Walter,AL,2850.0,646-62-4186,Y,25,37,Y,3,L,Mortgage,HI,41831481,OMUS61682883458993,Bachelor,A,Total Loss,Police,1.0,0.0,MA,Santa Cruz,3,AGENT00061,VNDR00168
A00000151,PLC00007005,22-03-2019,24-05-2020,25-05-2020,Mobile,195.71,100,Matthew Foley,"447 Foster Branch Suite 327
Pettytown, SC 64044","7359 Hernandez Parkways Suite 421
Thompsonberg, MT 57221",Lake Christopherfort,VT,564.0,489-92-5510,Y,26,90,Y,3,M,Mortgage,HI,5225781,ARLW01975779752389,High School,A,Major Loss,Police,1.0,1.0,MA,Glendale,19,AGENT00632,VNDR00018
A00000152,PLC00001751,30-06-2018,20-06-2020,22-06-2020,Travel,157.56,6195,Gail Howard,"6685 Raymond Trace
Powellfurt, VA 39183","51586 Rebecca Valleys
Dannyside, IL 76937",West Ryan,OK,55443.0,183-26-2168,Y,40,76,N,4,M,Mortgage,HI,36481118,EZYR62957795479416,High School,A,Major Loss,Police,0.0,1.0,MD,Ione,18,AGENT00441,VNDR00233
A00000153,PLC00006921,05-05-2013,16-06-2020,23-05-2020,Health,17.98,16016,Debra Barnett,"USS Davis
FPO AE 93126","PSC 7896, Box 9064
APO AP 84739",Port Ericton,AZ,96497.0,096-82-6899,Y,36,21,Y,3,H,Own,HI,91660855,UNOV22273167639414,Bachelor,A,Minor Loss,Ambulance,0.0,1.0,DC,Manchester,13,AGENT01144,VNDR00474
A00000154,PLC00003005,21-03-2019,20-05-2020,10-06-2020,Mobile,18.29,7003,Jacob Hall,"758 Paul Grove Apt. 494
Coryhaven, IL 58798","046 Parks Rest Apt. 715
South Justinport, IN 30546",New Alexisshire,AZ,71908.0,138-64-7282,Y,56,80,Y,3,L,Rent,MI,36173274,GBFW86786700994648,Bachelor,A,Minor Loss,Police,1.0,1.0,AL,Boulder,4,AGENT00485,VNDR00319
A00000155,PLC00002133,29-04-2020,28-06-2020,07-06-2020,Health,18.21,100,Tina Bernard,"0681 Kevin Road Suite 157
West April, OK 02868","728 Deanna Union
Emilyland, WV 18581",Branchville,AK,97660.0,138-64-7282,Y,37,109,Y,3,L,Rent,LI,6383930,HJBJ01952691318898,High School,A,Total Loss,Police,1.0,0.0,CA,Nashville,20,AGENT00798,None
A00000156,PLC00008527,15-10-2014,16-06-2020,14-06-2020,Motor,106.98,78451,Johnny Love,"346 Darrell Forge
Thomashaven, NY 80938","7730 Lindsey Courts
Lake Aaron, CO 57803",North Jonathan,FL,63668.0,513-40-1287,Y,25,80,Y,5,M,Own,LI,87599404,RMEY10944473635652,Bachelor,A,Minor Loss,Ambulance,1.0,1.0,AL,Louisville,18,AGENT00907,VNDR00164
A00000157,PLC00002834,18-01-2017,02-06-2020,08-06-2020,Travel,114.15,100,Maria Lawson,"070 White Green
West Steven, WI 22446","1651 James Green
Lake Christinaton, MD 27442",New Ernestchester,AK,6381.0,776-39-5201,Y,60,31,Y,2,H,Rent,MI,26835500,GWGZ17541733537528,None,A,Minor Loss,Police,1.0,1.0,AZ,Livermore,15,AGENT00163,None
A00000158,PLC00001525,04-10-2013,19-06-2020,01-06-2020,Mobile,108.57,4968,Michael Welch,"56295 Hill Crest
Johnborough, AL 87722","20318 Vincent Tunnel
West Deborah, ID 89811",South Christopherland,TN,5700.0,114-56-7676,N,54,87,Y,6,M,Own,HI,65325479,OWSB82741485171505,High School,A,Major Loss,Police,0.0,1.0,MD,Moore,19,AGENT00044,VNDR00293
A00000159,PLC00001107,26-03-2016,16-06-2020,05-06-2020,Life,136.5,25762,Deborah Richmond,"PSC 7350, Box 8652
APO AP 59925","4306 Allen Trace Apt. 690
West Jesse, KY 58107",Brendanside,AL,1662.0,287-35-5488,Y,55,103,N,4,M,Own,HI,1086678,YHWJ33251275927620,Bachelor,A,Minor Loss,Police,1.0,1.0,OK,Arvada,0,AGENT00476,None
A00000160,PLC00003897,13-12-2012,23-06-2020,31-05-2020,Property,82.11,64791,Jake Lucas,"64446 John Square
Cristinaview, VA 21966","4034 Hawkins Rue Apt. 398
Wendyside, ID 13347",Farmerfort,VT,91373.0,804-99-9839,Y,33,47,Y,4,L,Rent,LI,-8410412,NJYA94272581237067,Bachelor,A,Major Loss,Police,0.0,1.0,CT,Manchester,12,AGENT00197,VNDR00200
A00000161,PLC00007817,06-07-2019,27-05-2020,18-05-2020,Life,140.57,2305,Andrew Butler,"871 Martinez Landing Suite 740
Smithton, OH 31815","8224 Sarah River
Lake Randyfurt, NH 03627",New Sharonburgh,AR,16123.0,465-26-3515,Y,28,70,Y,3,M,Own,LI,90175223,OOIN12834101169499,High School,D,Major Loss,Police,0.0,1.0,AR,Panama City Beach,12,AGENT00445,None
A00000162,PLC00006704,17-05-2019,14-06-2020,04-06-2020,Life,18.73,46806,Amanda Williams,"98430 Perez Parks Apt. 825
Williamsview, AZ 50456","2443 Bradley Trail
Port Maryberg, AL 61136",Clarkeburgh,CA,32493.0,634-27-5409,Y,28,43,Y,7,L,Rent,MI,7602882,CPBK64562363379920,Bachelor,A,Major Loss,Police,0.0,0.0,CA,Louisville,14,AGENT00396,None
A00000163,PLC00001947,05-05-2011,19-06-2020,08-06-2020,Property,175.59,30095,Gregory Lynch,"206 Robert Parkway Apt. 922
Thomasberg, ME 82345","PSC 5425, Box 0620
APO AE 31994",East Travishaven,CA,13627.0,045-15-9160,Y,42,45,N,2,M,Rent,LI,-3633026,HSQB97018773829420,Bachelor,A,Minor Loss,Police,1.0,1.0,KY,Greeley,18,AGENT00528,None
A00000164,PLC00007825,28-03-2019,20-06-2020,19-06-2020,Motor,125.28,100,Evan Rodgers,"60687 Larry Course
Port Sarahside, MS 16357","77341 Lawson Inlet
Baldwinmouth, AZ 99288",Dustinberg,CA,50179.0,006-28-7382,Y,36,93,Y,3,M,Mortgage,MI,26395309,QMHC66416474531639,MD,A,Total Loss,Police,1.0,0.0,CT,Louisville,14,AGENT00280,VNDR00287
A00000165,PLC00000932,03-12-2019,27-05-2020,22-06-2020,Motor,199.67,17000,Bobby Hernandez,"1365 Martin Gardens Apt. 059
North Amyville, NH 54137","690 Alexander Junctions
Melissaland, GA 12892",East Crystalborough,AZ,10229.0,170-07-5604,Y,34,117,Y,5,M,Rent,MI,-3371465,TKEQ15653019549132,Bachelor,A,Major Loss,None,1.0,1.0,FL,Anchorage,0,AGENT00583,None
A00000166,PLC00006879,10-12-2012,20-06-2020,20-06-2020,Mobile,99.59,100,James Kim,"56422 Spears Valley
Haynesstad, SD 51734","PSC 8697, Box 8585
APO AA 21048",North Sarah,MA,21600.0,022-92-0692,Y,29,61,Y,4,L,Mortgage,MI,32079775,URPR20734269624428,Masters,A,Total Loss,None,1.0,1.0,FL,Oklahoma City,9,AGENT00250,VNDR00427
A00000167,PLC00009224,03-09-2015,29-06-2020,06-06-2020,Mobile,154.27,20585,Mark Bell,"234 Hicks Expressway
Port James, SC 80389","USNS Fields
FPO AE 82333",Elizabethchester,MA,71662.0,730-19-0272,N,29,60,Y,4,L,Rent,MI,89152969,KUJF13005588499983,High School,A,Total Loss,Ambulance,1.0,1.0,TN,Louisville,3,AGENT00010,VNDR00277
A00000168,PLC00007002,08-12-2016,18-06-2020,20-06-2020,Health,156.66,2194,Michael Murray,"48564 Rasmussen Park
South Antonioberg, NE 67004","PSC 5474, Box 7117
APO AE 64320",Ericchester,TN,67906.0,892-06-1080,Y,35,97,Y,3,L,Mortgage,HI,55038837,JZTV38084488129834,Bachelor,A,Minor Loss,Police,1.0,0.0,CT,Glendale,4,AGENT01067,VNDR00599
A00000169,PLC00009470,21-08-2019,18-06-2020,02-06-2020,Motor,159.51,49190,Lisa Lucas,"467 Cummings Gardens Apt. 999
Simpsonborough, MI 61254","Unit 4739 Box 7590
DPO AP 55045",South Kimberly,GA,50108.0,889-84-8519,Y,30,101,Y,6,M,Own,LI,22795460,DDHL18328553038799,High School,A,Major Loss,Ambulance,0.0,1.0,KY,Savannah,15,AGENT01076,VNDR00555
A00000170,PLC00006148,08-08-2019,12-06-2020,06-06-2020,Mobile,23.26,30462,Victor Dixon,"90488 Katie Ferry
East Antonio, AL 05869","086 Johnson Hills
Lake Nicholasfort, MS 60959",Moranmouth,AR,62346.0,852-27-0605,N,27,39,Y,3,M,Own,MI,19929028,WDYC83425948335597,Bachelor,A,Minor Loss,Police,0.0,1.0,TN,Glendale,14,AGENT00059,None
A00000171,PLC00005728,11-01-2020,05-06-2020,30-05-2020,Health,9.43,72139,Margaret Moss,"8418 Angela Dam Apt. 767
New Ashley, NY 33759","7285 Lawrence Trace Suite 150
Gambleport, WA 81962",West Jonathon,MA,556.0,249-24-0310,N,50,112,Y,5,L,Mortgage,LI,88252628,DJQY95821169661065,College,A,Total Loss,Police,0.0,1.0,OK,Berkeley,11,AGENT01048,VNDR00360
A00000172,PLC00007674,01-11-2014,08-06-2020,17-06-2020,Property,134.7,13336,Austin Ochoa,"21940 Aguilar Mount
East Annaside, MA 43101","637 Stewart Forge
North Mirandastad, NC 25856",Ingramtown,AL,61377.0,067-92-9761,Y,55,94,N,4,M,Own,HI,9951768,GTWD28446437974941,College,A,Major Loss,Ambulance,1.0,1.0,CA,Webster,12,AGENT01186,VNDR00560
A00000173,PLC00004242,17-02-2020,30-05-2020,05-06-2020,Health,186.7,47978,Sarah Mann,"28737 Joseph Expressway
Woodchester, OH 11297","454 Smith Villages Suite 555
East Tommy, AK 88575",North Rogerfort,VT,33555.0,347-96-3437,Y,28,118,Y,2,M,Rent,HI,10852202,SVJF17881438861494,Bachelor,A,Major Loss,Police,1.0,0.0,GA,Fayetteville,0,AGENT01144,VNDR00254
A00000174,PLC00002944,25-12-2016,27-05-2020,05-06-2020,Travel,83.91,5057,Bridget White,"4844 Michael Course Apt. 458
Stephanieton, NM 26095","0281 Hall Mount
Lake Edward, CA 74454",West Patrick,MA,94600.0,342-27-4640,Y,28,81,Y,2,L,Mortgage,LI,29426651,EOPN16993005182122,Masters,A,Major Loss,Ambulance,0.0,0.0,AZ,Watertown,3,AGENT00165,VNDR00417
A00000175,PLC00008202,31-12-2011,14-06-2020,18-06-2020,Travel,93.68,335,Peter Russell,"1795 Michael Course Suite 284
West Brianside, GA 84338","7986 Lam Via
Port Ginafort, MD 55093",West Bryan,CA,5330.0,363-80-4632,Y,32,99,Y,6,M,Own,LI,5266836,NQBR12028517728789,Bachelor,A,Major Loss,Ambulance,1.0,1.0,VT,Edmond,2,AGENT00990,None
A00000176,PLC00006419,01-10-2015,18-05-2020,05-06-2020,Mobile,159.23,3299,Jennifer Nash,"88095 Grant Squares Apt. 209
Blanchardfort, ME 04943","66749 Johnson Streets Apt. 563
Port Crystalburgh, GA 94885",Port Nichole,CA,33834.0,008-97-3274,Y,30,67,Y,2,M,Mortgage,HI,29763447,KOFV51700286082754,High School,A,Major Loss,Other,1.0,1.0,MA,Burlington,19,AGENT00373,VNDR00018
A00000177,PLC00002752,31-10-2018,11-06-2020,08-06-2020,Travel,145.77,1818,Mary Becker,"973 William Ways
Savageview, ND 66529","7674 Jennifer Summit
Mayberg, IN 84667",Ryanchester,AL,789.0,823-63-6516,N,31,78,Y,2,H,Mortgage,MI,51312383,PYYG14792619381773,Bachelor,A,Major Loss,Ambulance,0.0,0.0,AR,Laurel,12,AGENT00197,VNDR00141
A00000178,PLC00004512,13-02-2020,11-06-2020,13-06-2020,Travel,199.67,100,Charles Mitchell,"70397 Vanessa Throughway Suite 856
West Autumn, KS 53928","3733 Melissa Unions Apt. 080
Amandabury, OK 22657",Christianville,MA,46698.0,356-67-1639,Y,58,47,Y,7,H,Rent,HI,-386474,AQOI31584773413822,High School,A,Major Loss,Police,1.0,1.0,CA,Montgomery,1,AGENT00109,None
A00000179,PLC00006683,22-01-2016,29-05-2020,14-05-2020,Property,150.11,43788,Karen Boyle,"85582 Joseph Common
New Denise, MD 45538","119 Joseph Squares
Nelsonmouth, NM 79826",Christinahaven,MD,31473.0,804-30-0368,Y,62,52,Y,2,L,Rent,HI,24052665,JWME80812559629947,High School,A,Total Loss,Police,1.0,1.0,TN,Burlington,0,AGENT00679,VNDR00319
A00000180,PLC00002521,20-08-2015,11-06-2020,10-06-2020,Travel,174.28,9616,Mr. Anthony Blair Jr.,"4116 Annette Drives Apt. 688
East John, NJ 29633","3398 Donna Divide
Perrychester, MN 06452",Gomezberg,AZ,24800.0,260-77-4723,Y,44,80,Y,2,H,Mortgage,HI,22352717,CPLY73803130254659,Bachelor,A,Minor Loss,Ambulance,1.0,0.0,KY,Montgomery,20,AGENT00794,VNDR00249
A00000181,PLC00005426,03-01-2017,09-06-2020,19-06-2020,Health,179.49,3805,Gina Whitaker,"689 Clayton Stream
Taylorborough, WA 43735","6271 Griffin Passage
North Megan, GA 93866",Ronaldton,AL,14058.0,078-22-8152,Y,48,19,Y,6,H,Own,MI,9050472,MHGA50045255581967,Bachelor,A,Minor Loss,Ambulance,1.0,0.0,AK,Anchorage,4,AGENT01094,VNDR00366
A00000182,PLC00003980,19-11-2018,15-06-2020,20-06-2020,Health,18.44,60948,Jessica Torres,"22248 Ruben Causeway Suite 860
New Justin, ND 83840","6835 Guerra View
Peterchester, CO 97416",Escobarshire,GA,12505.0,127-14-4890,N,30,119,Y,5,M,Rent,HI,87064284,JEAQ80559589467068,High School,A,Minor Loss,None,1.0,0.0,AL,Washington,3,AGENT00151,None
A00000183,PLC00006537,09-05-2014,14-06-2020,25-05-2020,Motor,112.81,729,Jacob Miller,"087 Ramos Oval Apt. 381
Hammondberg, MI 10917","6558 Timothy Square Apt. 116
Port Lindsayhaven, NE 45432",Port Pattychester,CO,73753.0,312-96-4795,N,28,31,N,7,H,Own,LI,34200594,GTWB34578607873493,None,A,Minor Loss,Police,1.0,1.0,VT,Midwest City,5,AGENT01175,VNDR00277
A00000184,PLC00008324,20-11-2015,22-06-2020,20-05-2020,Motor,164.59,60096,Alyssa Gill,"122 Alyssa Circle Apt. 011
Tonyabury, OR 08420","533 Richardson Mission
Andrewport, ID 05130",Hallland,CO,81172.0,501-74-4335,Y,45,118,Y,6,M,Own,LI,-400197,RYAI42675245422788,Bachelor,A,Major Loss,Other,1.0,0.0,CA,Louisville,5,AGENT00520,VNDR00423
A00000185,PLC00002588,25-04-2019,26-05-2020,03-06-2020,Motor,18.61,32669,Taylor Kim,"66929 Byrd Mountains Apt. 910
Garciaville, VT 35668","208 Rebecca Trail
Joshuastad, CA 52870",Lake Emily,GA,40265.0,664-86-7600,Y,25,112,Y,2,M,Rent,HI,77397389,SQNI42407031484687,High School,A,Minor Loss,None,1.0,1.0,GA,Oklahoma City,18,AGENT00861,None
A00000186,PLC00008349,03-01-2020,12-06-2020,10-06-2020,Health,103.93,23289,Joel Nichols,"Unit 2038 Box 4415
DPO AA 85940","979 Kramer Mount Apt. 869
Jayside, AK 16948",Anthonymouth,CT,12978.0,505-48-4364,N,41,35,Y,7,H,Rent,HI,73341770,VZVC72057086979336,Bachelor,A,Major Loss,None,0.0,1.0,MA,Fayetteville,3,AGENT00542,VNDR00034
A00000187,PLC00000652,08-09-2016,03-06-2020,06-06-2020,Property,159.86,11514,Jenna Yang,"539 Johnson Mountain Suite 833
North Stephenton, CT 42750","2184 Fox Grove Suite 741
South Nicholas, IL 35981",North Andrew,CT,75994.0,543-13-1015,Y,30,108,Y,7,H,Rent,MI,40579892,PMQN55142205609411,Bachelor,A,Major Loss,Police,1.0,1.0,CT,Deale,5,AGENT00963,VNDR00204
A00000188,PLC00000951,13-08-2019,27-06-2020,03-06-2020,Property,29.48,8062,Mr. Lee Cook,"7287 Aaron Prairie
Omarview, CT 95261","Unit 9429 Box 4631
DPO AA 40874",North Madelineberg,VT,85350.0,378-31-6068,Y,42,119,Y,7,L,Rent,MI,72560505,IXEM59572288725386,Bachelor,A,Total Loss,Police,1.0,1.0,CA,Manchester,3,AGENT00929,None
A00000189,PLC00009294,09-11-2018,15-06-2020,20-06-2020,Property,93.16,17901,Ryan Mcdaniel,"8865 Taylor Shoal
Christopherbury, AK 04593","748 Jeremy Land Suite 325
Nicholechester, MA 07106",East Elizabethfurt,FL,94764.0,059-46-7724,Y,26,78,Y,6,L,Own,LI,28707595,GQQF28197588843161,Bachelor,A,Major Loss,Ambulance,0.0,1.0,CA,Telluride,22,AGENT00969,VNDR00580
A00000190,PLC00009482,18-01-2012,14-06-2020,04-06-2020,Motor,92.71,100,Michael Jones,"3055 Lee Plaza Apt. 344
Lake Austin, OR 50599","825 Simmons Locks Suite 145
East Adam, KS 53738",Thompsonchester,AR,69784.0,361-94-1906,Y,44,119,Y,3,M,Mortgage,MI,23280783,VFRW69566864897362,Masters,A,Major Loss,Ambulance,1.0,1.0,KY,Washington,3,AGENT00725,VNDR00523
A00000191,PLC00006459,07-04-2012,21-06-2020,10-06-2020,Property,143.26,7485,Sharon Moore,"74807 Max Stream Suite 409
Davidside, TX 67974","418 Jane Manor Apt. 850
South Tiffanymouth, SC 18825",Orrview,AL,88326.0,828-96-2792,N,59,26,N,2,H,Mortgage,HI,35733447,ZROK54126969605482,Bachelor,A,Minor Loss,Police,0.0,1.0,CA,San Leandro,2,AGENT00799,VNDR00519
A00000192,PLC00001004,10-04-2019,14-06-2020,05-06-2020,Life,175.54,63719,Jill Brown,"259 Shaw Squares
Roseland, VT 41495","4699 Mercedes Lake
New Raymondbury, HI 61969",Thompsonland,DC,18151.0,742-23-3926,N,45,68,Y,5,H,Mortgage,HI,20530041,RAWB55566431480259,Bachelor,A,Major Loss,Police,1.0,1.0,OK,Manchester,9,AGENT01068,VNDR00106
A00000193,PLC00003346,07-11-2018,31-05-2020,08-06-2020,Travel,128.25,75288,Melinda Norman,"132 Sanders Ferry Suite 931
Crawfordville, NY 91546","16243 Holmes Street Apt. 158
Susanfort, WI 87573",Seanberg,FL,51551.0,563-41-0141,N,31,65,Y,6,M,Rent,MI,56068411,GQKT80612780452723,Bachelor,A,Minor Loss,Ambulance,1.0,1.0,CT,Jackson,15,AGENT00691,VNDR00326
A00000194,PLC00005252,15-08-2013,29-06-2020,28-05-2020,Health,148.43,47813,Randall Martinez,"101 Kristen Keys Apt. 351
South Deborah, IA 41877","89851 Justin Trafficway Suite 708
Burnston, RI 27689",New Katherine,MA,9912.0,711-81-1226,N,26,31,Y,2,H,Mortgage,HI,105099207,OUQY02083708847340,High School,A,Minor Loss,Police,1.0,0.0,AK,Washington,11,AGENT00563,VNDR00508
A00000195,PLC00005970,02-06-2015,16-06-2020,13-06-2020,Travel,98.2,52488,Julie Garcia,"4862 Caleb Common
Danielberg, KY 82431","1875 Michael Parks
Port Jason, AR 89658",Smithport,CA,20093.0,310-71-6695,Y,55,63,Y,2,H,Own,HI,88940157,UUEE33468498342058,MD,A,Major Loss,Police,1.0,1.0,AK,Arvada,4,AGENT00516,VNDR00002
A00000196,PLC00000273,29-08-2018,15-06-2020,27-05-2020,Property,153.08,100,David Moreno,"Unit 8499 Box 6475
DPO AE 33573","927 Joshua Greens
New Sherry, OR 71348",West Johnside,TN,92226.0,805-55-1701,N,56,119,Y,3,L,Rent,LI,-1707470,ZFSS66917738236683,Bachelor,A,Major Loss,None,1.0,1.0,TN,Montgomery,4,AGENT00920,None
A00000197,PLC00000946,11-10-2014,10-06-2020,08-06-2020,Mobile,14.03,15111,Kaitlyn Hoffman,"81539 Pamela Circles Apt. 635
Lake Monicamouth, NE 07025","702 Conley Pine Apt. 486
West Raven, MN 79249",New Tom,GA,20900.0,788-76-4981,Y,35,115,Y,2,M,Rent,HI,30437101,KUAJ18419005091616,None,A,Minor Loss,Other,1.0,1.0,KY,Manchester,13,AGENT01124,VNDR00519
A00000198,PLC00000988,12-01-2019,06-06-2020,14-06-2020,Motor,196.47,9141,Mrs. Terry Smith,"USS Sullivan
FPO AE 69992","41379 Katherine Walk
South Leahhaven, ME 85498",Sanchezside,AZ,28946.0,098-78-4603,Y,37,44,Y,4,L,Own,HI,-11578515,HQWL62240090949647,Bachelor,A,Minor Loss,Ambulance,1.0,1.0,FL,Panama City Beach,17,AGENT01017,VNDR00408
A00000199,PLC00000619,31-08-2019,12-06-2020,07-06-2020,Travel,146.94,8462,Kathleen Hendricks,"203 Hopkins Roads Suite 530
East Johnny, IL 33680","1704 Weaver Path Suite 053
New Melissafort, IA 73844",Robertville,CA,10950.0,208-24-1418,Y,50,116,Y,3,H,Rent,MI,5964687,IFVR44660223225055,High School,A,Major Loss,Ambulance,0.0,1.0,MA,Montgomery,3,AGENT00088,VNDR00377
A00000200,PLC00002973,31-05-2019,09-06-2020,23-06-2020,Property,154.72,631,Susan Terry,"31100 Johns Drive
North Haley, DC 14355","70446 Darren Ville
Martinezton, OR 45115",Blakemouth,AZ,6040.0,076-27-9668,Y,26,109,Y,7,H,Mortgage,HI,98260946,LOES37816657686288,High School,A,Minor Loss,None,0.0,1.0,CA,Glendale,9,AGENT00210,VNDR00183
A00000201,PLC00009832,11-01-2013,05-06-2020,06-06-2020,Life,15.07,1100,Amy Sullivan,"1181 Jordan Throughway
West Darryl, NM 89535","59788 Hester Tunnel
Kimton, MI 80588",East Kaitlyn,AR,39437.0,242-41-6082,Y,42,83,Y,7,M,Mortgage,HI,35376650,ZLGI13446022788409,College,A,Total Loss,Police,1.0,1.0,CA,Orange,19,AGENT01084,VNDR00221
A00000202,PLC00001940,22-01-2013,14-06-2020,06-06-2020,Health,85.58,6145,Steven Fitzgerald,"8898 Mitchell Point Suite 416
Brianburgh, ID 67652","2199 Zimmerman Plains Apt. 733
East Zacharyland, IA 02963",West Kenneth,FL,11414.0,550-35-6488,Y,30,110,Y,3,L,Own,MI,41442921,KWSE36050679341580,Masters,A,Major Loss,None,1.0,0.0,FL,Anchorage,3,AGENT00922,VNDR00555
